bond_id,issuer_id,purpose_id,cusip,bond_type,coupon_rate,issue_date,maturity_date,face_value,duration,tax_status
BOND0983,23,2,949296A6,Revenue,2.61,2019-02-01,2033-02-01,1000.0,10.0,Tax-Exempt
BOND0984,31,5,545680A6,Revenue,2.72,2020-06-01,2040-06-01,1000.0,5.08,Tax-Exempt
BOND0985,35,2,915287B6,Revenue,3.67,2016-07-01,2027-07-01,1000.0,8.02,Tax-Exempt
BOND0986,49,3,365464B5,General Obligation,3.86,2018-05-01,2030-05-01,1000.0,4.65,Tax-Exempt
BOND0987,32,3,896908B1,Revenue,3.3,2010-03-01,2029-03-01,1000.0,8.8,Tax-Exempt
BOND0988,18,2,159721A3,General Obligation,4.0,2010-03-01,2027-03-01,1000.0,5.87,Tax-Exempt
BOND0989,32,4,558417C2,General Obligation,4.98,2020-10-01,2034-10-01,1000.0,8.64,Tax-Exempt
BOND0990,28,3,465492C8,Revenue,4.02,2018-06-01,2037-06-01,1000.0,3.4,Tax-Exempt
BOND0991,33,5,280192A7,General Obligation,4.19,2019-05-01,2039-05-01,1000.0,6.73,Tax-Exempt
BOND0992,8,5,147694A6,General Obligation,5.47,2012-12-01,2023-12-01,1000.0,3.86,Tax-Exempt
BOND0993,23,3,220426B8,Revenue,5.45,2012-02-01,2026-02-01,1000.0,7.6,Tax-Exempt
BOND0994,23,5,906210A5,General Obligation,3.52,2016-04-01,2021-04-01,1000.0,6.38,Tax-Exempt
BOND0995,9,3,655546A8,General Obligation,4.41,2014-07-01,2023-07-01,1000.0,7.53,Tax-Exempt
BOND0996,4,3,969284B4,Revenue,3.31,2020-12-01,2028-12-01,1000.0,4.19,Tax-Exempt
BOND0997,23,4,563968B1,General Obligation,2.2,2016-10-01,2035-10-01,1000.0,3.08,Tax-Exempt
BOND0998,20,5,494318C6,Revenue,3.75,2013-08-01,2023-08-01,1000.0,9.55,Tax-Exempt
BOND0999,7,5,894098B5,General Obligation,3.05,2011-03-01,2028-03-01,1000.0,4.05,Tax-Exempt
BOND1000,25,4,448712A3,General Obligation,2.98,2018-02-01,2033-02-01,1000.0,8.88,Tax-Exempt
BOND1001,38,2,925812A2,General Obligation,5.2,2013-03-01,2025-03-01,1000.0,9.27,Tax-Exempt
BOND1002,36,5,265929C9,General Obligation,3.0,2017-04-01,2025-04-01,1000.0,3.04,Tax-Exempt
BOND1003,44,4,860343A8,General Obligation,3.52,2015-12-01,2034-12-01,1000.0,5.41,Tax-Exempt
BOND1004,49,3,771107C9,General Obligation,4.38,2018-09-01,2032-09-01,1000.0,5.86,Tax-Exempt
BOND1005,3,1,800198B7,General Obligation,3.23,2010-04-01,2015-04-01,1000.0,7.21,Tax-Exempt
BOND1006,32,3,366927A8,Revenue,3.72,2022-04-01,2031-04-01,1000.0,4.26,Tax-Exempt
BOND1007,42,2,765575A3,General Obligation,2.09,2022-03-01,2037-03-01,1000.0,8.64,Tax-Exempt
BOND1008,43,4,855582B6,General Obligation,3.45,2014-07-01,2025-07-01,1000.0,4.66,Tax-Exempt
BOND1009,32,1,232259B8,Revenue,3.24,2015-07-01,2023-07-01,1000.0,5.77,Tax-Exempt
BOND1010,9,5,851884C9,General Obligation,3.69,2011-01-01,2022-01-01,1000.0,3.37,Tax-Exempt
BOND1011,14,4,780803C6,Revenue,3.65,2017-01-01,2035-01-01,1000.0,8.98,Tax-Exempt
BOND1012,21,4,519100A5,Revenue,4.13,2013-07-01,2023-07-01,1000.0,9.24,Tax-Exempt
BOND1013,36,1,185398A2,Revenue,2.85,2016-04-01,2023-04-01,1000.0,4.47,Tax-Exempt
BOND1014,11,1,360449C3,Revenue,3.7,2022-04-01,2028-04-01,1000.0,3.33,Tax-Exempt
BOND1015,7,5,694522B8,General Obligation,4.84,2014-05-01,2021-05-01,1000.0,5.29,Tax-Exempt
BOND1016,29,1,502019C6,General Obligation,2.43,2014-11-01,2030-11-01,1000.0,8.85,Tax-Exempt
BOND1017,13,1,399005C7,Revenue,2.96,2016-06-01,2030-06-01,1000.0,4.55,Tax-Exempt
BOND1018,47,2,630936A3,Revenue,3.72,2012-01-01,2022-01-01,1000.0,8.11,Tax-Exempt
BOND1019,23,2,344591B6,Revenue,2.58,2021-11-01,2037-11-01,1000.0,4.99,Tax-Exempt
BOND1020,19,5,134196A2,General Obligation,2.33,2022-03-01,2035-03-01,1000.0,5.08,Tax-Exempt
BOND1021,14,5,148159C1,Revenue,2.9,2012-09-01,2025-09-01,1000.0,9.56,Tax-Exempt
BOND1022,22,5,463044B3,General Obligation,2.91,2020-08-01,2039-08-01,1000.0,3.1,Tax-Exempt
BOND1023,35,5,407200A5,General Obligation,2.74,2010-01-01,2026-01-01,1000.0,9.84,Tax-Exempt
BOND1024,37,1,993208C7,Revenue,4.85,2014-08-01,2034-08-01,1000.0,5.39,Tax-Exempt
BOND1025,51,2,765915A7,General Obligation,2.48,2012-04-01,2032-04-01,1000.0,5.14,Tax-Exempt
BOND1026,44,4,917736B5,Revenue,2.43,2013-04-01,2026-04-01,1000.0,8.85,Tax-Exempt
BOND1027,5,3,221188A7,General Obligation,4.86,2017-09-01,2035-09-01,1000.0,9.97,Tax-Exempt
BOND1028,20,2,382152C2,General Obligation,2.03,2014-12-01,2034-12-01,1000.0,9.28,Tax-Exempt
BOND1029,50,5,599798B7,General Obligation,2.53,2012-04-01,2023-04-01,1000.0,4.43,Tax-Exempt
BOND1030,23,1,842973B8,General Obligation,4.31,2013-04-01,2018-04-01,1000.0,5.27,Tax-Exempt
BOND1031,24,5,115902A8,Revenue,3.98,2020-07-01,2040-07-01,1000.0,6.09,Tax-Exempt
BOND1032,12,4,812701B8,General Obligation,3.33,2011-03-01,2026-03-01,1000.0,4.61,Tax-Exempt
BOND1033,10,4,867228A5,General Obligation,3.04,2022-06-01,2038-06-01,1000.0,4.35,Tax-Exempt
BOND1034,46,2,924777B4,General Obligation,5.44,2021-06-01,2032-06-01,1000.0,3.5,Tax-Exempt
BOND1035,47,5,688186B2,General Obligation,2.9,2013-07-01,2021-07-01,1000.0,9.34,Tax-Exempt
BOND1036,48,4,366189B2,Revenue,4.5,2017-04-01,2023-04-01,1000.0,3.09,Tax-Exempt
BOND1037,3,2,780912C5,General Obligation,3.38,2019-09-01,2036-09-01,1000.0,4.44,Tax-Exempt
BOND1038,32,3,890426B5,General Obligation,3.56,2018-08-01,2036-08-01,1000.0,4.45,Tax-Exempt
BOND1039,37,2,425135B3,General Obligation,5.19,2016-08-01,2025-08-01,1000.0,7.1,Tax-Exempt
BOND1040,1,1,519019C2,Revenue,2.35,2019-08-01,2032-08-01,1000.0,5.92,Tax-Exempt
BOND1041,4,2,622101B9,General Obligation,2.13,2022-09-01,2034-09-01,1000.0,7.62,Tax-Exempt
BOND1042,37,5,258425C2,General Obligation,3.2,2010-04-01,2021-04-01,1000.0,4.55,Tax-Exempt
BOND1043,44,5,308329A2,Revenue,3.33,2017-10-01,2024-10-01,1000.0,5.45,Tax-Exempt
BOND1044,23,4,846574B2,Revenue,2.05,2013-12-01,2020-12-01,1000.0,9.61,Tax-Exempt
BOND1045,26,3,745152A8,General Obligation,3.07,2010-03-01,2025-03-01,1000.0,4.33,Tax-Exempt
BOND1046,27,1,160696C2,Revenue,5.4,2020-01-01,2031-01-01,1000.0,4.59,Tax-Exempt
BOND1047,37,1,823349A6,General Obligation,2.87,2015-05-01,2023-05-01,1000.0,3.65,Tax-Exempt
BOND1048,46,3,123889B6,General Obligation,4.13,2011-03-01,2022-03-01,1000.0,4.04,Tax-Exempt
BOND1049,23,5,775841B3,General Obligation,4.83,2019-01-01,2025-01-01,1000.0,8.95,Tax-Exempt
BOND1050,7,5,932224B2,Revenue,2.25,2010-12-01,2028-12-01,1000.0,6.18,Tax-Exempt
BOND1051,41,5,983039B1,Revenue,3.75,2012-03-01,2021-03-01,1000.0,9.36,Tax-Exempt
BOND1052,16,3,833550A5,General Obligation,2.74,2021-01-01,2031-01-01,1000.0,6.3,Tax-Exempt
BOND1053,23,4,618479C2,Revenue,3.98,2018-06-01,2030-06-01,1000.0,4.7,Tax-Exempt
BOND1054,3,4,108477C2,General Obligation,2.1,2018-05-01,2024-05-01,1000.0,8.62,Tax-Exempt
BOND1055,34,3,950616B5,General Obligation,5.27,2016-04-01,2030-04-01,1000.0,6.44,Tax-Exempt
BOND1056,24,2,759991B6,General Obligation,3.87,2018-08-01,2023-08-01,1000.0,7.0,Tax-Exempt
BOND1057,6,5,290190C3,General Obligation,2.48,2018-04-01,2031-04-01,1000.0,9.21,Tax-Exempt
BOND1058,11,2,916683A7,Revenue,4.93,2022-08-01,2039-08-01,1000.0,6.46,Tax-Exempt
BOND1059,12,5,389808A6,Revenue,4.33,2014-09-01,2022-09-01,1000.0,6.37,Tax-Exempt
BOND1060,22,3,689701A4,General Obligation,4.37,2017-02-01,2031-02-01,1000.0,6.06,Tax-Exempt
BOND1061,15,3,523204C7,General Obligation,2.95,2012-09-01,2030-09-01,1000.0,8.31,Tax-Exempt
BOND1062,13,3,827483B7,Revenue,5.41,2013-06-01,2021-06-01,1000.0,7.67,Tax-Exempt
BOND1063,7,1,446016B6,Revenue,4.81,2012-03-01,2027-03-01,1000.0,8.42,Tax-Exempt
BOND1064,26,4,196591B2,Revenue,4.31,2017-10-01,2035-10-01,1000.0,4.21,Tax-Exempt
BOND1065,3,3,440654B2,General Obligation,3.13,2015-08-01,2022-08-01,1000.0,4.01,Tax-Exempt
BOND1066,10,2,999984A5,General Obligation,5.33,2016-01-01,2023-01-01,1000.0,6.86,Tax-Exempt
BOND1067,31,1,667713C8,General Obligation,2.42,2013-02-01,2018-02-01,1000.0,3.63,Tax-Exempt
BOND1068,8,3,282637C5,General Obligation,3.92,2020-09-01,2028-09-01,1000.0,9.94,Tax-Exempt
BOND1069,23,5,730477C3,Revenue,3.58,2015-12-01,2033-12-01,1000.0,3.49,Tax-Exempt
BOND1070,47,1,113196C4,General Obligation,4.68,2015-05-01,2031-05-01,1000.0,7.99,Tax-Exempt
BOND1071,27,3,452703C7,Revenue,4.8,2012-04-01,2029-04-01,1000.0,4.89,Tax-Exempt
BOND1072,44,5,191252C2,Revenue,2.34,2015-02-01,2025-02-01,1000.0,4.85,Tax-Exempt
BOND1073,24,4,192724A3,General Obligation,3.61,2012-01-01,2023-01-01,1000.0,5.18,Tax-Exempt
BOND1074,39,2,227575C5,General Obligation,4.13,2018-07-01,2034-07-01,1000.0,4.77,Tax-Exempt
BOND1075,44,4,382377A1,Revenue,2.26,2015-07-01,2021-07-01,1000.0,3.8,Tax-Exempt
BOND1076,51,1,970564C9,General Obligation,5.28,2020-11-01,2025-11-01,1000.0,5.41,Tax-Exempt
BOND1077,4,3,584662A2,General Obligation,4.23,2012-03-01,2020-03-01,1000.0,8.25,Tax-Exempt
BOND1078,40,5,899980C4,General Obligation,4.56,2015-11-01,2029-11-01,1000.0,4.7,Tax-Exempt
BOND1079,32,4,812097A6,General Obligation,5.22,2015-11-01,2020-11-01,1000.0,7.06,Tax-Exempt
BOND1080,27,5,688904B1,General Obligation,4.79,2011-09-01,2025-09-01,1000.0,6.11,Tax-Exempt
BOND1081,17,1,400098A2,Revenue,4.75,2012-01-01,2026-01-01,1000.0,3.96,Tax-Exempt
BOND1082,49,5,641777C9,General Obligation,3.53,2022-05-01,2042-05-01,1000.0,7.31,Tax-Exempt
BOND1083,22,2,248026A1,Revenue,4.4,2021-12-01,2026-12-01,1000.0,9.66,Tax-Exempt
BOND1084,43,4,284595B7,Revenue,2.99,2010-05-01,2018-05-01,1000.0,6.12,Tax-Exempt
BOND1085,46,2,178708A7,General Obligation,2.12,2019-05-01,2039-05-01,1000.0,6.26,Tax-Exempt
BOND1086,29,2,811889B7,Revenue,2.3,2013-11-01,2024-11-01,1000.0,5.81,Tax-Exempt
BOND1087,28,5,757785A3,General Obligation,2.81,2014-07-01,2029-07-01,1000.0,5.73,Tax-Exempt
BOND1088,25,5,694009C6,General Obligation,5.08,2011-08-01,2024-08-01,1000.0,7.06,Tax-Exempt
BOND1089,42,4,133403C3,General Obligation,5.04,2019-10-01,2039-10-01,1000.0,9.21,Tax-Exempt
BOND1090,46,3,440042A5,General Obligation,2.61,2015-04-01,2032-04-01,1000.0,3.2,Tax-Exempt
BOND1091,33,2,890586B8,Revenue,5.47,2015-09-01,2029-09-01,1000.0,8.57,Tax-Exempt
BOND1092,7,5,731881C1,Revenue,2.31,2017-04-01,2035-04-01,1000.0,5.79,Tax-Exempt
BOND1093,36,2,831852C7,Revenue,5.31,2018-07-01,2035-07-01,1000.0,3.48,Tax-Exempt
BOND1094,9,3,383144C7,General Obligation,3.52,2012-02-01,2026-02-01,1000.0,4.8,Tax-Exempt
BOND1095,7,5,468407C8,General Obligation,2.2,2018-03-01,2027-03-01,1000.0,4.99,Tax-Exempt
BOND1096,12,1,844074B9,General Obligation,3.08,2010-04-01,2016-04-01,1000.0,8.62,Tax-Exempt
BOND1097,45,3,739883A1,General Obligation,4.51,2019-06-01,2032-06-01,1000.0,9.58,Tax-Exempt
BOND1098,19,2,124260A5,Revenue,3.77,2018-02-01,2028-02-01,1000.0,3.79,Tax-Exempt
BOND1099,4,2,456431C5,Revenue,2.46,2018-10-01,2030-10-01,1000.0,9.8,Tax-Exempt
BOND1100,8,3,150128C4,General Obligation,4.57,2019-08-01,2032-08-01,1000.0,3.48,Tax-Exempt
BOND1101,5,5,583375B9,General Obligation,3.88,2022-04-01,2029-04-01,1000.0,9.33,Tax-Exempt
BOND1102,10,3,889533B5,Revenue,3.39,2021-07-01,2027-07-01,1000.0,8.92,Tax-Exempt
BOND1103,46,1,734541A8,Revenue,5.07,2019-01-01,2025-01-01,1000.0,8.26,Tax-Exempt
BOND1104,13,5,502798B7,General Obligation,3.2,2021-04-01,2041-04-01,1000.0,6.9,Tax-Exempt
BOND1105,36,3,832212B7,General Obligation,5.09,2012-09-01,2023-09-01,1000.0,4.38,Tax-Exempt
BOND1106,3,3,436317C5,General Obligation,2.95,2019-12-01,2024-12-01,1000.0,7.34,Tax-Exempt
BOND1107,51,5,888737B2,Revenue,3.1,2018-12-01,2028-12-01,1000.0,3.09,Tax-Exempt
BOND1108,36,3,573009C6,Revenue,4.46,2017-04-01,2026-04-01,1000.0,8.09,Tax-Exempt
BOND1109,6,1,400407C2,Revenue,5.41,2010-03-01,2018-03-01,1000.0,8.97,Tax-Exempt
BOND1110,46,1,186484B1,Revenue,5.24,2014-03-01,2028-03-01,1000.0,7.63,Tax-Exempt
BOND1111,23,5,771769C8,General Obligation,4.66,2011-12-01,2027-12-01,1000.0,3.7,Tax-Exempt
BOND1112,13,2,823798B7,Revenue,5.14,2019-01-01,2038-01-01,1000.0,7.34,Tax-Exempt
BOND1113,21,3,371131B7,General Obligation,3.5,2010-12-01,2030-12-01,1000.0,4.87,Tax-Exempt
BOND1114,43,3,732578A6,General Obligation,5.35,2018-08-01,2037-08-01,1000.0,7.83,Tax-Exempt
BOND1115,46,5,613354C8,Revenue,4.45,2011-09-01,2025-09-01,1000.0,6.74,Tax-Exempt
BOND1116,7,5,228043C5,Revenue,3.88,2012-01-01,2027-01-01,1000.0,7.16,Tax-Exempt
BOND1117,18,3,570980C6,General Obligation,2.96,2021-02-01,2026-02-01,1000.0,6.39,Tax-Exempt
BOND1118,8,1,312275B4,General Obligation,2.08,2011-05-01,2031-05-01,1000.0,7.21,Tax-Exempt
BOND1119,24,1,937166A5,Revenue,4.02,2017-01-01,2031-01-01,1000.0,3.21,Tax-Exempt
BOND1120,2,1,620637C7,Revenue,5.18,2010-10-01,2028-10-01,1000.0,7.39,Tax-Exempt
BOND1121,6,5,324498B5,Revenue,2.39,2014-08-01,2034-08-01,1000.0,7.38,Tax-Exempt
BOND1122,16,1,956862A2,Revenue,4.79,2022-10-01,2037-10-01,1000.0,4.55,Tax-Exempt
BOND1123,18,2,431946A8,General Obligation,4.17,2016-02-01,2028-02-01,1000.0,3.99,Tax-Exempt
BOND1124,15,5,821213C3,Revenue,4.87,2010-06-01,2023-06-01,1000.0,7.76,Tax-Exempt
BOND1125,36,4,691487A6,General Obligation,2.41,2013-05-01,2027-05-01,1000.0,5.1,Tax-Exempt
BOND1126,37,2,813035C4,General Obligation,4.83,2015-06-01,2026-06-01,1000.0,4.41,Tax-Exempt
BOND1127,32,5,385388C8,Revenue,4.92,2020-11-01,2039-11-01,1000.0,4.22,Tax-Exempt
BOND1128,4,1,312861C7,Revenue,4.48,2021-11-01,2029-11-01,1000.0,9.42,Tax-Exempt
BOND1129,44,3,346485C7,General Obligation,2.79,2010-09-01,2022-09-01,1000.0,7.7,Tax-Exempt
BOND1130,1,5,560317B4,Revenue,4.95,2010-11-01,2029-11-01,1000.0,8.96,Tax-Exempt
BOND1131,11,2,193052C4,Revenue,4.97,2015-08-01,2024-08-01,1000.0,3.36,Tax-Exempt
BOND1132,22,5,763090C4,Revenue,5.12,2017-07-01,2029-07-01,1000.0,9.73,Tax-Exempt
BOND1133,29,3,182777C3,Revenue,2.82,2019-07-01,2035-07-01,1000.0,3.15,Tax-Exempt
BOND1134,36,2,541390A2,General Obligation,4.88,2019-01-01,2029-01-01,1000.0,5.77,Tax-Exempt
BOND1135,28,3,288669A7,General Obligation,5.19,2010-07-01,2018-07-01,1000.0,3.54,Tax-Exempt
BOND1136,3,1,176662C1,General Obligation,3.81,2021-08-01,2036-08-01,1000.0,7.32,Tax-Exempt
BOND1137,7,1,667539C6,Revenue,3.91,2012-10-01,2032-10-01,1000.0,5.79,Tax-Exempt
BOND1138,50,3,630192C8,Revenue,3.75,2012-02-01,2027-02-01,1000.0,8.16,Tax-Exempt
BOND1139,33,1,571706C3,Revenue,4.41,2019-06-01,2034-06-01,1000.0,5.2,Tax-Exempt
BOND1140,25,1,805621A8,Revenue,3.73,2021-09-01,2035-09-01,1000.0,9.7,Tax-Exempt
BOND1141,3,4,939143A1,Revenue,2.51,2016-11-01,2028-11-01,1000.0,7.6,Tax-Exempt
BOND1142,27,2,506754A8,General Obligation,4.85,2020-06-01,2029-06-01,1000.0,8.59,Tax-Exempt
BOND1143,36,3,151009A7,General Obligation,2.63,2012-09-01,2024-09-01,1000.0,6.29,Tax-Exempt
BOND1144,37,2,439890C4,General Obligation,4.58,2014-07-01,2030-07-01,1000.0,7.12,Tax-Exempt
BOND1145,25,5,568442C9,Revenue,4.95,2015-04-01,2035-04-01,1000.0,7.97,Tax-Exempt
BOND1146,49,1,566999C3,Revenue,4.88,2016-11-01,2031-11-01,1000.0,5.33,Tax-Exempt
BOND1147,33,2,247595A5,General Obligation,5.02,2010-11-01,2016-11-01,1000.0,4.64,Tax-Exempt
BOND1148,13,4,799700A7,Revenue,2.26,2010-03-01,2020-03-01,1000.0,6.77,Tax-Exempt
BOND1149,13,5,540018B5,Revenue,5.05,2012-03-01,2030-03-01,1000.0,4.37,Tax-Exempt
BOND1150,28,4,665255C1,General Obligation,3.38,2021-11-01,2034-11-01,1000.0,8.94,Tax-Exempt
BOND1151,40,4,315339B6,General Obligation,4.29,2011-08-01,2019-08-01,1000.0,9.66,Tax-Exempt
BOND1152,35,2,985543B7,General Obligation,4.48,2012-05-01,2026-05-01,1000.0,6.32,Tax-Exempt
BOND1153,29,5,708163B5,General Obligation,3.64,2011-07-01,2020-07-01,1000.0,4.12,Tax-Exempt
BOND1154,17,5,483591B8,General Obligation,2.45,2017-10-01,2037-10-01,1000.0,6.23,Tax-Exempt
BOND1155,51,1,379112B7,General Obligation,2.88,2019-01-01,2036-01-01,1000.0,4.51,Tax-Exempt
BOND1156,8,5,303611A8,General Obligation,2.26,2015-12-01,2022-12-01,1000.0,5.15,Tax-Exempt
BOND1157,48,2,336329C6,General Obligation,4.85,2022-09-01,2032-09-01,1000.0,5.89,Tax-Exempt
BOND1158,22,1,848426A6,Revenue,2.26,2022-02-01,2031-02-01,1000.0,9.37,Tax-Exempt
BOND1159,13,5,829158C9,General Obligation,4.79,2017-08-01,2022-08-01,1000.0,8.66,Tax-Exempt
BOND1160,33,3,126806C2,General Obligation,2.38,2015-03-01,2029-03-01,1000.0,7.74,Tax-Exempt
BOND1161,49,3,489967A4,Revenue,2.36,2012-08-01,2027-08-01,1000.0,6.19,Tax-Exempt
BOND1162,43,2,604833A2,General Obligation,2.57,2017-10-01,2036-10-01,1000.0,3.79,Tax-Exempt
BOND1163,50,2,498954B6,Revenue,2.12,2012-07-01,2024-07-01,1000.0,6.93,Tax-Exempt
BOND1164,37,3,879378B7,General Obligation,3.82,2011-01-01,2016-01-01,1000.0,9.16,Tax-Exempt
BOND1165,41,2,420182C1,Revenue,2.28,2014-09-01,2029-09-01,1000.0,6.52,Tax-Exempt
BOND1166,26,3,358504A5,General Obligation,2.72,2022-10-01,2042-10-01,1000.0,8.59,Tax-Exempt
BOND1167,40,3,260563A6,General Obligation,3.16,2020-01-01,2031-01-01,1000.0,3.51,Tax-Exempt
BOND1168,18,4,774939C2,Revenue,4.84,2012-01-01,2028-01-01,1000.0,7.58,Tax-Exempt
BOND1169,32,1,871361A6,Revenue,2.47,2021-12-01,2031-12-01,1000.0,9.99,Tax-Exempt
BOND1170,39,2,324110A8,Revenue,3.84,2012-03-01,2024-03-01,1000.0,9.86,Tax-Exempt
BOND1171,40,1,101658B6,General Obligation,4.74,2019-03-01,2030-03-01,1000.0,9.05,Tax-Exempt
BOND1172,27,5,261612B8,Revenue,3.85,2010-08-01,2028-08-01,1000.0,8.51,Tax-Exempt
BOND1173,19,5,992914B5,Revenue,5.41,2013-11-01,2032-11-01,1000.0,5.15,Tax-Exempt
BOND1174,28,5,193827A8,General Obligation,5.13,2016-01-01,2021-01-01,1000.0,3.4,Tax-Exempt
BOND1175,23,2,409569A5,Revenue,2.17,2018-06-01,2033-06-01,1000.0,5.3,Tax-Exempt
BOND1176,49,2,714626B4,General Obligation,4.2,2014-12-01,2026-12-01,1000.0,8.07,Tax-Exempt
BOND1177,32,3,763989C9,Revenue,5.34,2015-05-01,2030-05-01,1000.0,6.95,Tax-Exempt
BOND1178,37,5,698730C8,Revenue,3.05,2020-12-01,2033-12-01,1000.0,9.49,Tax-Exempt
BOND1179,42,1,396828A7,General Obligation,4.21,2022-02-01,2027-02-01,1000.0,5.22,Tax-Exempt
BOND1180,28,1,481408B7,General Obligation,4.63,2013-11-01,2022-11-01,1000.0,9.56,Tax-Exempt
BOND1181,38,5,766584B5,General Obligation,2.49,2018-07-01,2034-07-01,1000.0,8.33,Tax-Exempt
BOND1182,8,4,631073B1,General Obligation,5.09,2012-04-01,2029-04-01,1000.0,4.16,Tax-Exempt
BOND1183,28,1,958447B4,General Obligation,3.61,2012-12-01,2023-12-01,1000.0,8.84,Tax-Exempt
BOND1184,50,1,523700C9,Revenue,2.8,2022-08-01,2036-08-01,1000.0,8.8,Tax-Exempt
BOND1185,5,3,403836B6,General Obligation,2.2,2010-09-01,2018-09-01,1000.0,7.62,Tax-Exempt
BOND1186,5,3,517747A3,General Obligation,5.34,2022-02-01,2034-02-01,1000.0,7.83,Tax-Exempt
BOND1187,37,3,773370C6,Revenue,4.64,2015-06-01,2030-06-01,1000.0,5.5,Tax-Exempt
BOND1188,28,3,255721C3,General Obligation,5.45,2022-01-01,2031-01-01,1000.0,6.99,Tax-Exempt
BOND1189,14,5,748110B1,Revenue,4.91,2022-07-01,2038-07-01,1000.0,5.45,Tax-Exempt
BOND1190,51,5,817409B8,General Obligation,4.7,2021-12-01,2031-12-01,1000.0,8.1,Tax-Exempt
BOND1191,41,1,323527B1,General Obligation,3.33,2015-12-01,2025-12-01,1000.0,3.15,Tax-Exempt
BOND1192,34,3,427736C2,General Obligation,4.03,2020-03-01,2028-03-01,1000.0,6.74,Tax-Exempt
BOND1193,49,1,426105C2,Revenue,4.44,2011-10-01,2025-10-01,1000.0,4.15,Tax-Exempt
BOND1194,16,1,551332A3,General Obligation,4.96,2014-12-01,2024-12-01,1000.0,7.49,Tax-Exempt
BOND1195,19,5,403783C6,Revenue,3.61,2011-05-01,2027-05-01,1000.0,7.65,Tax-Exempt
BOND1196,49,1,186851B5,General Obligation,2.24,2016-05-01,2028-05-01,1000.0,4.84,Tax-Exempt
BOND1197,21,1,360843A6,General Obligation,5.49,2015-09-01,2028-09-01,1000.0,6.51,Tax-Exempt
BOND1198,39,4,415059A5,Revenue,3.32,2021-01-01,2038-01-01,1000.0,7.15,Tax-Exempt
BOND1199,2,5,727317C5,General Obligation,2.87,2019-06-01,2029-06-01,1000.0,6.36,Tax-Exempt
BOND1200,44,1,162189B8,General Obligation,3.91,2015-07-01,2028-07-01,1000.0,8.23,Tax-Exempt
BOND1201,23,4,526600B3,General Obligation,3.06,2021-08-01,2041-08-01,1000.0,3.75,Tax-Exempt
BOND1202,46,3,499461B6,General Obligation,3.17,2014-03-01,2029-03-01,1000.0,3.02,Tax-Exempt
BOND1203,27,4,431590C8,General Obligation,2.92,2020-01-01,2025-01-01,1000.0,6.84,Tax-Exempt
BOND1204,36,4,228307C7,General Obligation,2.62,2010-04-01,2015-04-01,1000.0,8.95,Tax-Exempt
BOND1205,37,3,174415B4,Revenue,2.54,2011-09-01,2018-09-01,1000.0,4.12,Tax-Exempt
BOND1206,18,5,232806A3,General Obligation,4.27,2015-07-01,2029-07-01,1000.0,6.28,Tax-Exempt
BOND1207,27,4,815110C7,Revenue,2.14,2016-11-01,2030-11-01,1000.0,3.03,Tax-Exempt
BOND1208,48,3,921690A2,General Obligation,4.17,2021-03-01,2037-03-01,1000.0,9.16,Tax-Exempt
BOND1209,10,1,342950A5,Revenue,3.55,2017-01-01,2032-01-01,1000.0,7.29,Tax-Exempt
BOND1210,39,1,742815C4,Revenue,2.29,2020-11-01,2026-11-01,1000.0,5.5,Tax-Exempt
BOND1211,39,2,967060C9,General Obligation,4.71,2021-02-01,2034-02-01,1000.0,3.13,Tax-Exempt
BOND1212,6,1,237943A8,Revenue,5.18,2017-05-01,2037-05-01,1000.0,8.59,Tax-Exempt
BOND1213,43,1,933094A2,Revenue,2.4,2015-11-01,2026-11-01,1000.0,4.42,Tax-Exempt
BOND1214,13,3,983740B5,General Obligation,4.98,2014-06-01,2020-06-01,1000.0,8.39,Tax-Exempt
BOND1215,45,4,310466C1,General Obligation,4.84,2016-11-01,2022-11-01,1000.0,9.73,Tax-Exempt
BOND1216,9,2,758179C7,General Obligation,2.46,2017-03-01,2027-03-01,1000.0,4.7,Tax-Exempt
BOND1217,21,5,352415C7,General Obligation,3.55,2021-06-01,2035-06-01,1000.0,3.11,Tax-Exempt
BOND1218,6,4,259461A3,General Obligation,2.5,2012-10-01,2020-10-01,1000.0,8.8,Tax-Exempt
BOND1219,32,4,240805B9,Revenue,3.66,2010-08-01,2027-08-01,1000.0,3.2,Tax-Exempt
BOND1220,24,2,426244B7,General Obligation,2.45,2010-07-01,2024-07-01,1000.0,7.87,Tax-Exempt
BOND1221,25,4,386794A5,General Obligation,4.33,2018-10-01,2024-10-01,1000.0,3.53,Tax-Exempt
BOND1222,34,4,477531C7,General Obligation,3.24,2012-08-01,2021-08-01,1000.0,6.93,Tax-Exempt
BOND1223,27,4,880686B9,Revenue,3.96,2010-02-01,2017-02-01,1000.0,5.16,Tax-Exempt
BOND1224,34,1,331056B1,General Obligation,4.81,2013-06-01,2021-06-01,1000.0,7.59,Tax-Exempt
BOND1225,7,5,773183C9,Revenue,2.73,2011-07-01,2020-07-01,1000.0,4.37,Tax-Exempt
BOND1226,7,4,564253B1,General Obligation,2.95,2017-06-01,2030-06-01,1000.0,7.94,Tax-Exempt
BOND1227,26,3,755258A1,General Obligation,4.22,2019-09-01,2029-09-01,1000.0,8.68,Tax-Exempt
BOND1228,28,2,797923A9,Revenue,3.56,2012-10-01,2029-10-01,1000.0,6.6,Tax-Exempt
